"osm_id","name","osm_key","osm_value","category","addr:street","addr:housenumber","addr:city","addr:postcode","addr:state","phone","contact:phone","website","contact:website","opening_hours"
"12540809528","7 Leaves Cafe","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12540809538","R&B Tea","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12540832899","Xing Fu Tang","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12540832900","Juice Box","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12540861219","Happy Lemon","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12540861221","Hui Lau Shan","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12540861226","Feng Cha","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12540861234","Gong Cha","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12540866638","Sweet Memes","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12540866648","The Morii Coffee","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12540866651","Saigon Arts Matcha Cafe","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12540880064","Tiger Sugar","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12540880069","Popfancy Dessert Bar","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12540880070","Tom N Toms Coffee","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12540894172","Twinkle","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12540894186","Fuji Tea","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12542839499","Starbucks","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12582852870","Orbig Wafers & Coffee","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12584375829","The Alley","amenity","cafe","traditional","Westheimer Road","12230","Houston","77077","TX","+18322953876",NA,"https://www.clover.com/online-ordering/the-alley-westchase-houston",NA,NA
"12677402272","Feng Cha","amenity","cafe","traditional","University Boulevard","13540",NA,"77479",NA,NA,"+1 281-207-6014",NA,"https://www.fengchausa.com/","Mo-Th,Su 11:00-21:00; Fr-Sa 11:00-22:00; PH off"
"12689990034","HTeaO","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,"+1 346-279-2493",NA,"https://hteao.com/locations/sugar-land-tx/","Mo-Fr 07:00-20:05; Sa 08:00-20:05; Su 11:00-20:05"
"12729973712","Kung Fu Tea","amenity","cafe","traditional","University Boulevard","13509",NA,"77479",NA,NA,"+1 281-240-0177",NA,"https://www.kungfutea.com/location?l=sugar-land--20425930","Mo-Th,Su 11:00-21:30; Fr-Sa 11:00-22:30"
"12729973713","85°C","amenity","cafe","traditional","University Boulevard","13509",NA,"77479",NA,NA,"+1 281-207-6493",NA,NA,"Mo-Th,Su 08:00-20:00; Fr-Sa 08:00-21:00"
"107773590","Starbucks","amenity","cafe","traditional","Cinco Ranch Boulevard","23501","Katy","77494","TX","+1 281-395-4010",NA,"https://www.starbucks.com/store-locator/store/17200/grand-pkwy-cinco-ranch-23501-cinco-ranch-blvd-building-f-130-katy-tx-7749",NA,NA
"545335216","Italian Maid Cafe","amenity","cafe","traditional","Cross Creek Bend Lane","6450","Fulshear","77441","TX","+1-281-341-1587",NA,"https://www.crosscreektexas.com/cafe",NA,"Mo-Su 10:00-18:00"
"558042105","Starbucks","amenity","cafe","traditional","Highway 6 South","9315","Houston","77083","TX","+1 281-530-7446",NA,"https://www.starbucks.com/store-locator/store/17824/hwy-6-bissonnet-9315-hwy-6-south-houston-tx-770836381-us",NA,NA
"569496686","Starbucks","amenity","cafe","traditional","Katy Freeway","11611","Houston","77079","TX","+1 281-584-9063",NA,"https://www.starbucks.com/store-locator/store/9591/i-10-kirkwood-11611-katy-freeway-houston-tx-770791801-us",NA,"Mo-Fr 04:00-20:00; Sa-Su 05:00-20:00"
"572500366","Starbucks","amenity","cafe","traditional","Katy Freeway","8819","Houston","77024","TX","+1 281-387-3115",NA,"https://www.starbucks.com/store-locator/store/1007622/i-10-brogden-rd-8819-katy-freeway-houston-tx-770241603-us",NA,"Mo-Fr 05:00-19:00; Sa 05:30-20:00; Su 05:30-19:00"
"582629941","Starbucks","amenity","cafe","traditional","FM 1463","6440","Fulshear","77441","TX","+1 832-684-6682",NA,"https://www.starbucks.com/store-locator/store/1014751/fm-1463-westpark-6440-fm-1463-rd-fulshear-tx-774413878-us",NA,NA
"608001261","Joseph's Coffee & Cigars","amenity","cafe","traditional","Morton Street","202","Richmond",NA,"TX",NA,NA,NA,NA,NA
"608001273","Trough Juice Bar","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608535780","Starbucks","amenity","cafe","traditional","Katy Freeway","19235","Houston","77094","TX","+1 281-578-2062",NA,"https://www.starbucks.com/store-locator/store/1005244/i-10-greenhouse-19235-katy-freeway-100-houston-tx-770941036-us",NA,NA
"661021261","Starbucks","amenity","cafe","traditional","Memorial Drive","14607","Houston","77079","TX","+1 281-496-1598",NA,"https://www.starbucks.com/store-locator/store/18549/memorial-dairy-ashford-14607-memorial-dr-houston-tx-770797501-us",NA,NA
"690329549","Starbucks","amenity","cafe","traditional","Westgreen Boulevard","1711","Katy","77450","TX","+1 281-398-1020",NA,"https://www.starbucks.com/store-locator/store/1024904/highland-knolls-westgreen-1711-westgreen-blvd-katy-tx-774505381-us",NA,NA
"766302638","Starbucks","amenity","cafe","traditional","Katy Mills Boulevard","1998","Katy","77494","TX","+1 281-392-9250",NA,"https://www.starbucks.com/store-locator/store/17750/i-10-katy-mills-1998-katy-mills-blvd-a-katy-tx-774944101-us",NA,NA
"768998880","Scooter's Coffee","amenity","cafe","traditional","South Mason Road","979","Katy",NA,"TX",NA,NA,NA,NA,NA
"786086395","Kona Roastery","amenity","cafe","traditional","Cinco Ranch Boulevard","25829","Katy","77494","TX","+1 281 394 2034",NA,"https://www.facebook.com/KonaHavenHouston/",NA,"Mo-Su 06:00-13:00"
"788353474","Kung Fu Tea","amenity","cafe","traditional","Harlem Road","11020","Richmond","77406","TX","+1 281-491-5270",NA,NA,NA,NA
"834041971","Bubble Tea House","amenity","cafe","traditional","Eldridge Parkway","1560","Houston","77077","TX",NA,NA,NA,NA,"Su-Th 11:00-21:00; Fr-Sa 11:00-22:00"
"848797770","Tim Hortons","amenity","cafe","traditional","Westheimer Road","8910","Houston","77063-3602","TX","+1 346-241-7660",NA,NA,NA,"Mo-We 06:00-20:00; Fr-Su 06:00-20:00"
"962083907","Corner Bakery","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"986139950","Starbucks","amenity","cafe","traditional","Meyer Street","2013","Sealy","77474","TX","+1 979-627-7999",NA,"https://www.starbucks.com/store-locator/store/1024931/i-10-and-hwy-36-2013-s-meyer-street-sealy-tx-774748133-us",NA,NA
"995422139","Blendin Coffee Club","amenity","cafe","traditional","US Highway 90 Alternate","8410","Houston",NA,NA,NA,NA,NA,NA,NA
"1068379941","Starbucks","amenity","cafe","traditional","Sweetwater Boulevard","4720","Sugar Land","77479","TX","+1 281-277-0677",NA,"https://www.starbucks.com/store-locator/store/17806/sweetwater-lexington-4720-a-sweetwater-blvd-sugar-land-tx-774793401-us",NA,NA
"1094307002","Bakery Donuts","amenity","cafe","traditional","Cartwright Road","2703","Missouri City","77459","TX",NA,NA,NA,NA,NA
"1107420932","Starbucks","amenity","cafe","traditional","West Sam Houston Parkway South","5820","Houston","77072","TX","+1 832-557-9721",NA,"https://www.starbucks.com/store-locator/store/1014065/beltway-8-harwin-5820-w-sam-houston-pkwy-s-houston-tx-770721652-us",NA,"Mo-Th 05:00-21:30; Fr,Sa 05:00-22:00; Su 05:30-21:30"
"1124457303","Dutch Bros. Coffee","amenity","cafe","traditional","West Airport Boulevard","18520","Richmond","77407","TX",NA,NA,"https://locations.dutchbros.com/dutch-bros-coffee-93049e29a09d",NA,"Mo-Th 05:00-22:00; Fr-Sa 05:00-23:00; Su 05:00-22:00"
"1210208624","Kona Reserve Coffee","amenity","cafe","traditional","FM-1463","4020","Katy","77494","TX","+1 281 665 7036",NA,"https://www.konareservefulshear.com",NA,"Mo-Fr 06:00-19:00,Sa-Su 07:00-19:00"
"1233980746","Black Rock Coffee","amenity","cafe","traditional","West Bellfort Street","19205","Richmond","77407","TX",NA,NA,NA,NA,NA
"1233980790","Starbucks","amenity","cafe","traditional","West Grand Parkway South","10203","Richmond","77407","TX","+1 281-389-5813",NA,"https://www.starbucks.com/store-locator/store/1023916/grand-parkway-and-harlem-10203-w-grand-parkway-s-101-richmond-tx-774072381-",NA,NA
"1316987937","Starbucks","amenity","cafe","traditional","Westheimer Parkway","25015","Katy","77494","TX","+1-346-306-7203",NA,NA,NA,"Mo-Fr 05:00-20:30; Sa-Su 06:00-20:00"
"1319275286","Starbucks","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320818007","Kravin' Fruit Bar","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323766981","Tea Amo","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323766986","Sharetea","amenity","cafe","traditional","Waterview Town Center Drive","4848","Richmond","77407","TX",NA,NA,NA,NA,NA
"1330306434","Qamaria Yemeni Coffee Co.","amenity","cafe","traditional","Waterview Town Center Drive","4828","Richmond","77407","TX","+12817622116",NA,"qamariacoffee.com",NA,"Su-Th 08:00-23:00; Fr-Sa 08:00-24:00"
"1344623462","Summer Moon Coffee","amenity","cafe","traditional","Harlem Road","11135","Richmond","77406","TX","+13463682939",NA,NA,NA,NA
"1344841454","Om Nom Cafe","amenity","cafe","traditional","Harlem Road","11131","Richmond","77406","TX","+1 281-903-7511",NA,"https://www.omnomcaferichmond.com/",NA,NA
"1352238588","Ziggi's Coffee","amenity","cafe","traditional",NA,"11434","Richmond","77407","TX","832-922-5775",NA,NA,NA,NA
"1356774119","Dutch Bros. Coffee","amenity","cafe","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
